#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
d_si_gou_guides_adj;Si Gou;Taki;Taki;;Taki;;;;;;;;;x
d_fang_yu_gang;Fang Yu Gang;Taki;Taki;;Taki;;;;;;;;;x
d_fang_yu_gang_adj;Fang Yu;Taki;Taki;;Taki;;;;;;;;;x
d_earth_movers;Earth Movers;Taki;Taki;;Taki;;;;;;;;;x
d_earth_movers_adj;Earth Mover;Taki;Taki;;Taki;;;;;;;;;x
d_goaling_rumblers;Goaling Rumblers;Taki;Taki;;Taki;;;;;;;;;x
d_goaling_rumblers_adj;Rumbler;Taki;Taki;;Taki;;;;;;;;;x
d_ikuma;Ikuma;Taki;Taki;;Taki;;;;;;;;;x
d_ikuma_adj;Ikuman;Taki;Taki;;Taki;;;;;;;;;x
d_aqaqpaa;Aqaqpaa;Taki;Taki;;Taki;;;;;;;;;x
d_aqaqpaa_adj;Aqaqpan;Taki;Taki;;Taki;;;;;;;;;x
d_red_forest;Red Forest;Taki;Taki;;Taki;;;;;;;;;x
d_red_forest_adj;Red Forest;Taki;Taki;;Taki;;;;;;;;;x
d_southern_raiders_adj;Southern Raider;Taki;Taki;;Taki;;;;;;;;;x
d_rough_rhinos_adj;Rough Rhino;Taki;Taki;;Taki;;;;;;;;;x
d_yuyan_archers_adj;Yuyan Archer;Taki;Taki;;Taki;;;;;;;;;x
d_fire_sages_r;Fire Sage;;;;;;;;;;;;x
d_earth_spirituality;TEMP EARTH SPIRITUAL LEADER TITLE;;;;;;;;;;;;x
d_earth_spirituality_r;TEMP EARTH SPIRITUAL LEADER TITLE;;;;;;;;;;;;x
d_the_divide;The Divide;;;;;;;;;;;;x
d_the_divide_r;The Divide;;;;;;;;;;;;x
d_southern_spirituality;TEMP SOUTHERN SPIRITUAL LEADER TITLE;;;;;;;;;;;;x
d_si_wong_r;TEMP SI WONG SPIRITUAL LEADER TITLE;;;;;;;;;;;;x
d_si_wong;TEMP SI WONG SPIRITUAL LEADER TITLE;;;;;;;;;;;;x
d_tianzhu;Tianzhu;;;;;;;;;;;;x
d_baohai;Baohai;;;;;;;;;;;;x
d_sangria;Sangria;;;;;;;;;;;;x
d_namtso;Namtso;;;;;;;;;;;;x
d_kangaroo_island;Kangaroo Island;;;;;;;;;;;;x
d_the_divided;The Divided;;;;;;;;;;;x
d_earth_monarchism;Earth Monarchism;;;;;;;;;;;x
d_the_sages;The Spirits;A;A;;A;;;;;;;;;x
d_the_sages_adj;Spiritual;A;A;;A;;;;;;;;;x
d_princes_hunt;Prince Zuko's Hunt;A;A;;A;;;;;;;;;x
d_princes_hunt_adj;Royal Hunt;A;A;;A;;;;;;;;;x
d_rough_rhinos;Rough Rhinos;A;A;;A;;;;;;;;;x
d_yuyan_archers;Yu Yan Archers;A;A;;A;;;;;;;;;x
d_southern_raiders;Southern Raiders;A;A;;A;;;;;;;;;x
d_jamtso;Jamtso;;;;;;;;;;;x
d_jamtso_adj;Jamtsos;;;;;;;;;;;x
