EVTTITLE_new_avatar_journey_415_meditation;Meditation;;;;;;;;;;;x
EVTDESC_new_avatar_journey_415_meditation;Today we have been meditating all day. The monks say that air is the element of freedom. So the first step to understanding it is to free your mind. We sat in a circle and concentrated on our breathing. The aim of the exercise was to become aware of the most basic thing in the airbending - the process of breathing, to feel how air inhales, spreads over the body, and exhales freely.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_415;I've learned a lot.;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_416_balance;Balance;;;;;;;;;;;x
EVTDESC_new_avatar_journey_416_balance;Before conquering the air, I need to feel the balance. Today we practised balance on high and thin poles all day. I fell down many times, but the teachers helped me again and again. Many airbenders did not have much difficulty, many were meditating;;;;;;;;;;;x
EVTOPT_new_avatar_journey_416;Honestly, my feet are aching;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_417_airbending_gates;Airbending Gates;;;;;;;;;;;x
EVTDESC_new_avatar_journey_417_airbending_gates;After weeks of meditation and balance training, my next challenge will be walking through dozens of spinning gates. The monks say that the secret of this exercise is to liken oneself to a leaf in the wind. It teaches circular movements and overcoming obstacles without the use of force.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_417;It's painful.;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_418_airbending_gates_success;Airbending Gates: Success;;;;;;;;;;;x
EVTDESC_new_avatar_journey_418_airbending_gates_success;After many weeks of training, I finally passed the test. It was difficult, but now I am free to get through the gates at any speed. It's like a dance, not without a reason airbenders are so good at dancing.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_418;What now?;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_419_airbending_gates_fail;Airbending Gates: Fail;;;;;;;;;;;x
EVTDESC_new_avatar_journey_419_airbending_gates_fail;I haven't been able to get through this gate for weeks. I can't even make it a third of the way through, I keep getting hit and thrown out every time. The monks are reassuring, they say it's a difficult exercise and not all avatars pass it quickly.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_419;Once again!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_420_air_gliding;Freedom;;;;;;;;;;;x
EVTDESC_new_avatar_journey_420_air_gliding;It was the first time I had airbended! After months of training, I'm finally flying through the clouds. The group and I were transported to the highest peak, from where I was told to take off in a glider. I thought it was crazy and I couldn't handle it, and I refused for a long time, but the teachers insisted that if anything happened, they would rescue me. Only when I got off the ground did I finally feel real freedom, and the air obeyed me.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_420;I am an airbender now!;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_421_the_avatar_sanctuary;The sanctuary;;;;;;;;;;;x
EVTDESC_new_avatar_journey_421_the_avatar_sanctuary;At last I can open the gate to the sanctuary. The monks say that only elders and avatars can open them. Opening them with an airbending, I entered the dark room. Walking a little further, I saw statues of past avatars: Kyoshi, Kuruk, Jangchen, Szeto, Salai... I don't know how, but just looking at them fills me with wisdom.;;;;;;;;;;;x
EVTOPT_new_avatar_journey_421;Hopefully we'll talk soon;;;;;;;;;;;x
EVTTITLE_new_avatar_journey_425_airbending_mastering;Leaving Southern Air Temple;;;;;;;;;;;x
EVTDESC_new_avatar_journey_425_airbending_mastering;I had finished mastering airbending. The monks blessed me and provided me with a sky bison escort to the water tribes. I'm going to miss this temple...;;;;;;;;;;;x
EVTOPT_new_avatar_journey_425;Bye;;;;;;;;;;;x
EVTOPT_new_avatar_journey_425_bye_gyatso;Bye, Gyatso!;;;;;;;;;;;x
# new types of tributaries
TRIBUTARY_AVATAR_NAME;Avatar at Court;;;;;;;;;;;x
TRIBUTARY_AVATAR_PLURAL;Avatar at Court;;;;;;;;;;;;x
SUZERAIN_LIEGE_OF_AVATAR_NAME;Avatar's Host;;;;;;;;;;;x
TRIBUTARY_AVATAR_TRIBUTE;Wisdom;;;;;;;;;;;x
TRIBUTARY_UNREVEALED_AVATAR_NAME;Special Courtier;;;;;;;;;;;x
TRIBUTARY_UNREVEALED_AVATAR_PLURAL;Special Courtier;;;;;;;;;;;x
SUZERAIN_LIEGE_OF_UNREVELAED_AVATAR_NAME;Host;;;;;;;;;;;x
TRIBUTARY_UNREVEALED_AVATAR_TRIBUTE;Loyalty;;;;;;;;;;;x
# Avatar Training tooltips:
tooltip_success;Success;;;;;;;;;;;x
tooltip_failure;Failure;;;;;;;;;;;x
good_progress_tt;Good Progress;;;;;;;;;;;x
progress_tt;Progress;;;;;;;;;;;x
trouble_tt;Trouble;;;;;;;;;;;x
bad_trouble_tt;Bad Trouble;;;;;;;;;;;x
