#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
BUMI_REBELLION;Omashu Rebellion;;;;;;;;;;;;;x;
air_offensive_desc;To survive, we need to expand outwards from the temples and find the resources we need. In the end, it will not matter from who we take.;;;;;;;;;;;;;x;
air_offensive_county_desc;To survive, we need to expand outwards from the temples and find the resources we need. In the end, it will not matter from who we take.;;;;;;;;;;;;;x;
CB_AIR_OFFENSIVE;Airnomad Expansion: Seize Duchy - [Title.GetBaseName];;;;;;;;;;;;;x;
CB_AIR_OFFENSIVE_COUNTY;Airnomad Expansion: Seize Province - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_NAME_AIR_OFFENSIVE;War of Airbender Aggression - [Title.GetBaseName];;;;;;;;;;;;;x;
air_reclamation_desc;There are few things that will move an Airbender to violence, but to attack and seize rightful Air Nomad territory is one of them. We must assail these outsiders and remove them from our Temples.;;;;;;;;;;;;;x;
CB_AIR_RECLAMATION;Reclamation - [Title.GetBaseName];;;;;;;;;;;;;x;
WAR_NAME_AIR_RECLAMATION;War of Reclamation - [Title.GetBaseName];;;;;;;;;;;;;x;
temple_outpost;Genocide;;;;;;;;;;;;;x;
temple_outpost_desc;This province has been scorched by the Great Comet and it's population wiped out. It will never truly recover.;;;;;;;;;;;;;x;
survived_genocide;Last of the Airbenders;;;;;;;;;;;;;x;
navy_shipyards;Navy Shipyards;;;;;;;;;;;;;x;
south_raiders_base;Southern Raider Base;;;;;;;;;;;;;x;
building_colony;Colonizing;;;;;;;;;;;;;x;
restored_ba_sing_se;Impenetrable City;;;;;;;;;;;;;x;
greater_omashu;The Mad King;;;;;;;;;;;;;x;
collapsed_wall;Collapsed Wall;;;;;;;;;;;;;x;
colonize_province;Colonize;;;;;;;;;;;;;x;
colonize_province_desc;Our people need more space to live and grow. We should send colonists to [Root.GetName], to settle the land and build a colony there. The native populace will be extremely hostile to the action, but in time, when the colony prospers, our people will eclipse them.;;;;;;;;;;;;;x;
colonize_province_named;Our people need more space to live and grow. We should send colonists to [Root.GetName], to settle the land and build a colony there. The native populace will be extremely hostile to the action, but in time, when the colony prospers, our people will eclipse them.;;;;;;;;;;;;;x;
lowered_taxes;Lower Taxes;;;;;;;;;;;;;x;
refused_aid;Refused Avatar's Council;;;;;;;;;;;;;x;
avatar_refused_aid;Refused To Intervene;;;;;;;;;;;;;x;
power_of_the_comet;Wake of the Comet;;;;;;;;;;;;;x;
agni_blessing;Agni's Blessing;;;;;;;;;;;;;x;
EVTTOOLTIPIMP000;This will give us Casus Belli to colonize the Earth Kingdom;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE01;You are now focusing on planning new colonies. Until the plans are ready, you do not have the time to turn your attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE02;The province is now under Fire Nation control.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE03;Your plans for the future colonies are complete. You can now turn your attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE04;You have founded the Imperial Philosophy. It will take time for the news to spread.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE05;The Colonists have departed for Yu Dao. Until they arrive, you do not have the time to turn your attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE06;Word of the new Imperial Philosophy has reached all your subjects now. You can now turn your attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE07;We have begun a two year propaganda effort and for that time, we cannot turn our attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE08;We have finished our propaganda efforts and may turn our attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE09;We have begun a two year industrialisation effort and for that time, we cannot turn out attention elsewhere. ;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE10;We have finished our industrialisation effort and may turn our attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE11;We have begun a colonial campaign and until we capture the target, we cannot turn our attention elsewhere.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE12;We have captured this city, and we have already begun preparing to transform it into a new colony;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE14;We have begun preparations for an assault on the Air Temples. It will take time for the War Council to devise the best plan of attack.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE15;War will automatically be declared on the Air Nomads when the Comet arrives.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE16;War will automatically be declared on both Air Nomads and the Earth Kingdom when the Comet arrives.;;;;;;;;;;;;;x;
EVTTOOLTIPIMPE17;We have finished our efforts and you may now build colonies upon any Earth Kingdom province that borders the sea or another colony.;;;;;;;;;;;;;x;
EVTTOOLTIPHYW001;We will refuse the Avatar's demands.;;;;;;;;;;;;;x;
EVTTOOLTIPHYW002;We will give into the Avatar's demands and abandon our Earth Kingdom colonies.;;;;;;;;;;;;;x;
EVTTOOLTIPHYW003;While we will retain our current territory, we can no longer expand our borders for the cause of colonisation.;;;;;;;;;;;;;x;
EVTTOOLTIPHYW004;This Air Temple is no more, the entirety of population wiped out. These now empty mountains will be of little value to anyone.;;;;;;;;;;;;;x;
EVTDESCFRM.0;A royal wedding is a significant occasion for the nation. Whom is associated with the royal court always concerns the nobility, and they believe the Firelord has made a suitable choice. All that remains now is the high expenditure associated with all such royal events.;;;;;;;;;;;;;x;
EVTDESCFRM.1;A royal wedding is a significant occasion for the nation. Whom is associated with the royal court always concerns the nobility, and they whisper concern of a non-bender marrying someone high in the royal bloodline. While their disapproval means little, there will still be great expense hosting them for this event.;;;;;;;;;;;;;x;
EVTDESCFRM.2;A royal wedding is a significant occasion for the nation. Whom is associated with the royal court always concerns the nobility, Aad they are scandalised that their lord is marrying someone clearly of foreign lineage. While their disapproval means little, there will still be great expense hosting them for this event.;;;;;;;;;;;;;x;
EVTNAMEHYW.0;The Hundred Year War;;;;;;;;;;;;;x;
EVTNAMEHYW.1;The Comet;;;;;;;;;;;;;x;
EVTNAMEHYW.2;Fire Nation Victory;;;;;;;;;;;;;x;
EVTNAMEHYW.3;Earth Kingdom Victory;;;;;;;;;;;;;x;
EVTNAMEHYW.4;Water Tribe Victory;;;;;;;;;;;;;x;
EVTNAMEHYW.5;Air Nomad Victory;;;;;;;;;;;;;x;
EVTNAMEHYW.6;Peace;;;;;;;;;;;;;x;
EVTNAMEHYW.7;The Avatar Vanishes;;;;;;;;;;;;;x;
EVTNAMEHYW.64;Death of Sozin;;;;;;;;;;;;;x;
EVTNAMEHYW.65;Death of Azulon;;;;;;;;;;;;;x;
EVTNAMEHYW.67;Survival;;;;;;;;;;;;;x;
army_earmark_dragon_host;Dragon Host;;;;;;;;;;;;;x;
EVTDESCHYWA.0;Heralds from Caldera City arrived today, proclaiming a new era on behalf of the Firelord. It is apparent that the Air Nation and Earth Kingdom conspired to attack our great homeland, but the Firelord has foiled their schemes with a preemptive strike. All foreigners are now enemies of the Fire Nation, barred from her shores. Furthermore, we will not rest until we subdue the Earth Kingdom barbarians. The Fire Nation is now in a state of war.;;;;;;;;;;;;;x;
EVTDESCHYWB.0;In the wake of an event now rapidly becoming known as Sozin's Comet, the Fire Nation has launched a genocidal assault upon the Air Temples, most likely to hunt down Avatar Roku's successor. The Fire Nation's intent to conquer the entirety of the world is undeniable now, and unless they are forced from our shores, the Earth Kingdom may be be annihilated forever, just as surely as the Air Nomads. This is surely the beginning of a Fire Nation war upon all other nations.;;;;;;;;;;;;;x;
EVTDESCHYWC.0;We feared the arrival of the Great Comet with much dread, and now it appears our concerns were well placed. News is already spreading of Fire Nation fleets making their approach. As Air Nomads, we have always sought peace, but it is now clear that the Fire Nation has no such inhibitions. No doubt they hunt the Avatar, but who knows what they are capable of.;;;;;;;;;;;;;x;
EVTDESCHYWD.0;We have begun our campaign to destroy the Air Nomads and Avatar, and the Fire Nation must be ready for this war. After today, the Earth Kingdom and Water Tribes will no doubt attack once they realise their inevitable destruction. Once we are finished with the Air Temples, we must continue our conquest of the Earth Kingdom.;;;;;;;;;;;;;x;
EVTDESCHYWE.0;It is coming clear that when the Great Comet appeared in the skies, the Fire Nation has launched a genocidal assault upon the Air Temples, most likely to hunt down Avatar Roku's successor. The Fire Nation's clear intent is to conquer the world. While the Earth Kingdom will no doubt go to war to defend themselves, our people for now are neutral in this conflict. Perhaps in the future, we may take a stand against the Fire Nation, but for now, this is not our fight.;;;;;;;;;;;;;x;
EVTDESCHYW.1;News is spreading fast of the Firelord's plan to invade the other nations. A war so grand that millions will lose their lives and their homes. With the world on a knife's edge, the Avatar is on his way to confront the Firelord.;;;;;;;;;;;;;x;
EVTDESCHYW.2;The Avatar has finally learned of the Fire Nation's territorial growth and has demanded you cease your expansion and withdraw the colonies. It is clear that spreading civilisation goes against the Avatar's misconceived notions of 'balance'.;;;;;;;;;;;;;x;
EVTDESCHYW.3;It becomes quickly clear you are no match for a fully realised Avatar.;;;;;;;;;;;;;x;
EVTDESCHYW.4;We have given into the Avatar's demands for now. The colonies have been dismantled and the military is outraged.;;;;;;;;;;;;;x;
EVTDESCHYW.5;The Avatar may have forced a peace on us for now, but the colonies we have built thus far will remain intact.;;;;;;;;;;;;;x;
EVTDESCHYW.6;News has spread of the Avatar's confrontation with the Firelord. After a tense encounter, the Firelord bowed to the Avatar's demands and agreed to remove his colonies.;;;;;;;;;;;;;x;
EVTDESCHYW.7;News has spread of the Avatar's confrontation with the Firelord. The Royal Palace has been destroyed and the Firelord left humiliated. While the Firelord's colonies will stay, the Fire Nation's expansion has been halted for now.;;;;;;;;;;;;;x;
EVTDESCHYW.8;Today, the Royal Astrologer delivered the news that he is now certain that in two decade's time, the Great Comet will return. In legend, it's arrival has always been the herald of great upheaval, granting heightened abilities for those who wield the power to bend fire.;;;;;;;;;;;;;x;
EVTDESCHYW.10;A volcano on Avatar Roku's home island has erupted. As the Avatar fights the lava flow it is clear that even he is no match for such a disastrous force. You leave him to die, ensuring he will never interfere with your destiny again.;;;;;;;;;;;;;x;
EVTDESCHYW.11;The Western Air Temple has fallen. The generals assure us that no Airbender escaped the attack. To be sure, we will establish minor outposts nearby to keep watch for any survivors.;;;;;;;;;;;;;x;
EVTDESCHYW.12;The Northern Air Temple has fallen. The generals assure us that no Airbender escaped the attack. To be sure, we will establish minor outposts nearby to keep watch for any survivors.;;;;;;;;;;;;;x;
EVTDESCHYW.13;The Southern Air Temple has fallen. The generals assure us that no Airbender escaped the attack. To be sure, we will establish minor outposts nearby to keep watch for any survivors.;;;;;;;;;;;;;x;
EVTDESCHYW.14;The Eastern Air Temple has fallen. The generals assure us that no Airbender escaped the attack. To be sure, we will establish minor outposts nearby to keep watch for any survivors.;;;;;;;;;;;;;x;
EVTDESCHYW.15;Fire Nation forces have stormed your home, killing whoever they encounter. Powered by the Comet, they are unstoppable. There is no time for escape, no way out.;;;;;;;;;;;;;x;
EVTDESCHYW.16;The island which you've called home has suddenly experienced disaster. The volcano has erupted and you must hold it off long enough for everyone to escape. You're strength might not be enough.;;;;;;;;;;;;;x;
EVTDESCHYW.18;The Great Comet is but five years away now. You're generals have devised how we can best take advantage of it's effects. On the year of the Comet, we must be ready to storm the Air Temples.;;;;;;;;;;;;;x;
EVTDESCHYW.19;Spiritual leaders have recently alerted us to the approach of a cosmic object, a comet, that in a couple of years time will hurtle through our skies. While there is no specific reason to be alarmed, such events have always been bad omens for the world. Suffering has always followed in the comet's wake.;;;;;;;;;;;;;x;
EVTDESCHYW.20;Every century, a light hurtles through the sky and lights up the world in dreadful red glow. This day has long been foretold by the sages, and feared by many more. This fire in the sky empowers those who carry fire within, allowing them to perform feats of Firebending usually considered impossible. In the lands of Fire, the Comet always leaves great turmoil in it's wake. ;;;;;;;;;;;;;x;
EVTDESCHYW.23;The time has come to launch the assault upon the Air Temples. Our commanders predict with well coordinated strikes, we can ensure the complete destruction of all four Air Temples and their populations.;;;;;;;;;;;;;x;
EVTDESCHYW.24;With the fall of Ba Sing Se, the Earth Kingdom is no more. While resistance remains, it is now only a matter of time until the Firelord turns their attention to conquering the few regions still free of Fire Nation control. This could very well be the end of the Hundred Year War, and the beginning of a world under the complete control of the Fire Nation.;;;;;;;;;;;;;x;
EVTDESCHYW.25;The Fire Nation Capital of Caldera City has fallen to the army of the Earth Kingdom. Deposed from their seat of power, the Fire Nation now will have no choice but to surrender to the Earth Kingdom's terms. This spectacular victory is not just the end of the Hundred Year War, but a symbol of the Earth Kingdom's unsurpassable might.;;;;;;;;;;;;;x;
EVTDESCHYW.26;The Fire Nation Capital of Caldera City has fallen to the Water Tribe. Deposed from their seat of power, the Fire Nation now will have no choice but to surrender to the Water Tribe's terms. This spectacular victory is not just the end of the Hundred Year War, but a definite sign of the Water Tribe gaining greater power in the wider world.;;;;;;;;;;;;;x;
EVTDESCHYW.27;The Fire Nation Capital of Caldera City has fallen to the Air Nomads. Deposed from their seat of power, the Fire Nation now will have no choice but to surrender to the Airbender's terms, once again restoring peace to the world. This reversal of fortunes was foreseen by none, and this victory proving that the Airbender's are far more than capable of defending themselves against unprovoked aggression.;;;;;;;;;;;;;x;
EVTDESCHYW.28;With the Hundred Year War concluded, it comes down to the victorious to decide the Fire Nation's fate. A peace treaty may perhaps be the best conclusion, as continued occupation of the Fire Islands would likely be disastrous. Dissolving the Fire Nation may be an option, but who knows what could emerge out of the chaos?;;;;;;;;;;;;;x;
EVTDESCHYW.29;The Avatar has proved themselves an obstacle to our ambitions before. The War Council is concerned that the Air Nomad Avatar will master the four elements before the Great Comet arrives. If so, that closes the window of opportunity the Comet presents us. Perhaps a pre-emptive strike against the Avatar's people is in order, to end their interference before it can begin?;;;;;;;;;;;;;x;
EVTDESCHYW.30;The Avatar has always been an obstacle to our ambitions, and now with Avatar Roku dead, they will be reborn into the Air Nomads. The thought of one of those stifling traditionalists holding the world's fate in their hands is intolerable. It has been a recent suggestion, that with the power that the Great Comet will grant us, we should storm the Temples, find and neutralise this Avatar before they are revealed.;;;;;;;;;;;;;x;
EVTDESCHYW.31;The Avatar has always been an obstacle to our ambitions, and now they will be reborn into the Air Nomads. The thought of one of those stifling traditionalists holding the world's fate in their hands is intolerable. It has been a recent suggestion, that with the power that the Great Comet will grant us, we should storm the Temples, find and neutralise this Avatar before they are revealed.;;;;;;;;;;;;;x;
EVTDESCHYW.32;As the Air Temples burn, you escape into the night only to plunge into the icy sea.;;;;;;;;;;;;;x;
EVTDESCHYW.33;For all known history, the world has relied on the Avatar to keep the peace and balance of the world. Now, as the Air Temples burn, the Avatar is nowhere to be found. It is becoming very likely they perished in the attack. The world watches and waits for a new Avatar to emerge among the Water Tribes.;;;;;;;;;;;;;x;
EVTDESCHYW.34;After facing an ultimatum from the Avatar, the Firelord has chosen to dissolve the colonies. While that should mean our immediate exile, instead we have simply been left self-reliant. That means we no longer have the support of our homeland, and will be forced to fend for ourselves.;;;;;;;;;;;;;x;
EVTDESCHYW.35;The Fire Nation and Earth Kingdom are finally at war. We should again swear our loyalty to the Firelord!;;;;;;;;;;;;;x;
EVTDESCHYW.36;We can no longer stand by and watch as the Fire Lord wages his senseless war against the world! The time has come for an uprising to overthrow him!;;;;;;;;;;;;;x;
EVTDESCHYW.37;It appears some dissidents have staged an uprising against their Firelord. They dare accuse you of leading the Fire Nation astray by shunning the Spirits and many other disgraces. This rabble of petty criminals, angry spiritualists and foolish rebels stand no chance against the might of your army. The War Council assures you this rebellion will be swiftly crushed.;;;;;;;;;;;;;x;
EVTDESCHYW.38;The uprising has been mercilessly crushed and it's leaders brought to justice. All that matters now is what judgement their Firelord will pass upon them.;;;;;;;;;;;;;x;
EVTDESCHYW.59;For a while, a rebellion among the lower tiers of the city has been stirring. Now, a powerful Earthbender has started a rebellion against you.;;;;;;;;;;;;;x;
EVTDESCHYW.60;The King has been overthrown and the Kingdom is yours.;;;;;;;;;;;;;x;
EVTDESCHYW.62;News has spread that a new King has ascended to the throne of Omashu, an eccentric but powerful Earthbender known as Bumi. While many both within and beyond the Earth Kingdom say they think little of this supposed madman, others believe him to be a genius.;;;;;;;;;;;;;x;
EVTDESCHYW.64;News has spread that Firelord Sozin has died. While the Fire Nation has moved to crown a new Firelord, Sozin shall be forever renowned for beginning an era of Fire Nation dominance over the rest of the world.;;;;;;;;;;;;;x;
EVTDESCHYW.65;News is spreading that Firelord Azulon has died. Having inherited his father empire, he may not have matched Firelord Sozin's personal renown, but he will be remembered as a hero to the Fire Nation none the less.;;;;;;;;;;;;;x;
EVTDESCHYWA.66;Reports have returned to us that the Firelord's forces have emerged victorious over the Air Nation. The Firelord has ordered celebrations across the Fire Nation to commemorate this victory.;;;;;;;;;;;;;x;
EVTDESCHYWB.66;Rumour has spread that the Fire Nation campaign against the Air Nomads is over, and that a merciless purge has seen the Airbenders made extinct. If this is true, then one of the four elements has been completely erased from the world.;;;;;;;;;;;;;x;
EVTDESCHYWA.67;After years of conflict, it appears the Air Nation will continue hinder us. Their mountaintop fortresses have proved to be near unassailable and now that Sozin's Comet is long past, we no longer have the means to properly attack them.;;;;;;;;;;;;;x;
EVTDESCHYWB.67;After years besieging the Air Temples, the Fire Nation has been forced to begin to retreat as the Air Nomads hold their ground. While the Firelord hoped for a quick and deceive extermination of the Airbenders, it is clear that the Airbenders will continue to survive for now.;;;;;;;;;;;;;x;
EVTDESCHYWC.67;After a decade fighting against a genocide of our people, it appears we are victorious for now. The Firebenders have begun to withdraw, but the war is no means over. After so much violence, many Airbenders don't know if we can still claim that we have stayed true to the ways of our ancestors.;;;;;;;;;;;;;x;
EVTDESCHYW.70;I am no doubt the greatest of father's children, but yet the throne will not be mine. I will not stand for this. I will ask father's permission to claim what is rightfully mine.;;;;;;;;;;;;;x;
EVTDESCHYW.71;Today, Prince Azulon came before you. Apparently, he begs your permission to allow him to prove that he, not [From.GetTitledFirstName], is worthy of being your heir. He seeks that you allow them to duel to prove who is truly worthy of the throne.;;;;;;;;;;;;;x;
EVTDESCHYW.72;Father has apparently refused, scorning my efforts.;;;;;;;;;;;;;x;
EVTDESCHYW.73;Father has decided to allow the duel. The time has come for me to prove my worthiness.;;;;;;;;;;;;;x;
EVTDESCHYW.74;Today, Prince Azulon approached you, challenging you, his own sibling, to duel for the future of the crown. Shockingly, father has apparently given this his approval.;;;;;;;;;;;;;x;
EVTDESCHYW.75;It turns out [From.GetTitledFirstName] does not have the stomach to fight for [From.GetHerHis] birthright. Rumour is already spreading beyond the court of [From.GetHerHis] cowardice in the face of Prince Azulon's challenge.;;;;;;;;;;;;;x;
EVTDESCHYW.76;[From.GetTitledFirstName] has proven a coward, and in response, father has chosen to revoke [From.GetHerHis] place in succession!;;;;;;;;;;;;;x;
EVTDESCHYW.77;[From.GetTitledFirstName] has accepted your duel. You have prepared for this day, and now has come the time to fight.;;;;;;;;;;;;;x;
EVTDESCHYW.78;You have met your treacherous brother for your duel. You do not plan to let this insult pass without a fight.;;;;;;;;;;;;;x;
EVTDESCHYW.79;You strike forward, aiming for a killing blow on [From.GetFirstName];;;;;;;;;;;;;x;
EVTDESCHYW.80;[From.GetFirstName] crumbles, your fire overcoming them in seconds. Perhaps [From.GetSheHe] did not expect you to be so ruthless, but that matters not now. One are one step closer to the throne.;;;;;;;;;;;;;x;
EVTDESCHYW.81;Your brother goes for a killing blow straight away, but you dispel the Firebending attack. It is clear he means to fight to the death.;;;;;;;;;;;;;x;
EVTDESCHYW.82;[From.GetFirstName] survives your initial attack, dispelling it before responding in turn with Firebending of their own. You press again for victory.;;;;;;;;;;;;;x;
EVTDESCHYW.83;You crumble, fire rushing over you as the Prince overwhelms your defences. Scarred by flames, you have lost the duel and your birthright.;;;;;;;;;;;;;x;
EVTDESCHYW.84;You press back, driving Azulon back until with a single decisive swipe, you burn him, winning the Agni Kai. He crumbles to the ground, clearly disgraced beyond measure.;;;;;;;;;;;;;x;
EVTDESCHYW.85;Word has arrived that Prince Azulon has defeated [From.GetTitledFirstName] in an Agni Kai. He has proven himself stronger than his sibling, but you wonder if this was truly worth it.;;;;;;;;;;;;;x;
EVTDESCHYW.86;[From.GetTitledFirstName] has triumphed over Prince Azulon in their Agni Kai. Azulon himself is disgraced for now, and will no doubt give up his ambitions for the throne.;;;;;;;;;;;;;x;
EVTDESCHYW.88;You and your men are travelling through the province when one of your Earthbender's hears cries from a nearby cave. After journeying inside for a short while, he comes back to you with a malnourished baby girl. You'd think it nothing more than an unkind abandonment if not for the ornate blanket keeping the infant warm and the supplies left in the cave. Clearly, someone intended to return for her, but never did.;;;;;;;;;;;;;x;
EVTDESCHYW.89;Six years after you adopted her, your daughter has been alike any other child. Recently however, she has become much more shy and secretive. When you finally ask, she reveals that she has started bending, Airbending more specifically. After hearing all the stories of how the evil Firebenders slaughtered the Air Nomads, naturally, the child is very scared.;;;;;;;;;;;;;x;
EVTTITLETLA.92;A Vision For The Future;;;;;;;;;;;;;x;
EVTDESCTLA.92;In recent weeks, your [chosen_son.GetSonDaughter] [chosen_son.GetFirstName] has shown an even greater enthusiasm for the war effort than usual, conversing with some of the Nation's more experienced generals and commanders. Finally, [chosen_son.GetFirstName] requests an audience to present [chosen_son.GetHerHis] proposal.\n\nThe conquest of the vast city of Ba Sing Se, whose walls have never before been breached. While many of your commanders believe such a siege would bring heavy losses, [chosen_son.GetPrincePrincessCap] [chosen_son.GetFirstName] is convinced that with our latest siege engines, best troops and the right leadership, Ba Sing Se could finally fall. More than that, [chosen_son.GetPrincePrincessCap] [chosen_son.GetFirstName] is even more eager to lead the campaign personally. While this decision is not an easy one, if [chosen_son.GetPrincePrincessCap] [chosen_son.GetFirstName] is right and the time to take Ba Sing Se is now, such a victory could be the end of this long war?;;;;;;;;;;;;;x;
EVTOPTAhA.92;Summon the Council, maybe the hour of victory is upon us.;;;;;;;;;;;;;x;
EVTOPTAhB.92;I cannot gamble so much on such a risky venture.;;;;;;;;;;;;;x;
EVTDESCHYW.93;Such an effort will not be an easy thing, but in the space of two years, Minister [Root.job_marshal.GetFirstName] believes that we can assemble the forces necessary to lay siege to the Earth Kingdom's capital. Every factory is working overtime, and a widespread conscription effort has been launched to find the men necessary for this campaign. It will take some time until we are ready to launch such a campaign.;;;;;;;;;;;;;x;
EVTOPTAh.93;Such efforts will no doubt be costly...;;;;;;;;;;;;;x;
EVTDESCHYW.97;The day has finally come and [SHDS_GENERAL.GetPrincePrincessCap] [SHDS_GENERAL.GetFirstName] has launched [SHDS_GENERAL.GetHerHis] invasion, landing troops in the region around Ba Sing Se. The newly founded 'Dragon' Army may be inexperienced, but well makes up for it in numbers and some of the best equipment we can supply. We hold great hope for their victory.;;;;;;;;;;;;;x;
EVTOPTAh.97;Ba Sing Se must fall!;;;;;;;;;;;;;x;
EVTDESCHYW.106;You are honoured to fight in what will be the deciding battle of this war, leading your men against the great walls of Ba Sing Se. One night however, returning from a skirmish along the walls, you and your men are caught in an ambush by Earthbenders. Surrounded, you all quickly perish?;;;;;;;;;;;;;x;
EVTOPTAh.106;For the Fire Nation!;;;;;;;;;;;;;x;
EVTTITLEHYW.107;A Prince Falls;;;;;;;;;;;;;x;
EVTDESCHYW.107;You are writing orders when a messenger rides in, shouting for your attention. After the confusion of this hasty arrival clears, he brings you the worst of news. Your [From.GetSonDaughter], [From.GetPrincePrincessCap] [From.GetFirstName] was caught in a sudden counter attack! Reinforcements were not able to arrive in time, and [From.GetPrincePrincessCap] [From.GetFirstName] fell in battle! Grief overwhelms you as you contemplate the death of your [From.GetSonDaughter]. Is this what your dreams of conquest have brought you? You falter, staying silent as your commanders shout around you, begging for you to answer?;;;;;;;;;;;;;x;
EVTOPTAhA.107;Fight if you wish, I refuse to go further!;;;;;;;;;;;;;x;
EVTOPTAhB.107;We'll avenge [From.GetFirstName] and bring this city to its knees!;;;;;;;;;;;;;x;
ATLAE_107_rightous_path;You will abandon the Siege of Ba Sing Se, withdrawing your men so no more die against those terrible walls. With this, the Dragon's Host will be dissolved and all ground gained within Ba Sing Se will be lost.;;;;;;;;;;;;;x;
ATLAE_107_vengence_path;You will continue your conquest of Ba Sing Se, despite the mounting costs, in hopes of bringing an end both to the sprawling city and the Earth Kingdom itself.;;;;;;;;;;;;;x;
all_men_conscripted;Widespread Conscription;;;;;;;;;;;;;x;
EVTTOOLTIPHYW093;For two years, we will prepare to besiege Ba Sing Se. In the meantime, widespread conscription for the campaign will deplete our nation's manpower.;;;;;;;;;;;;;x;
EVTDESCHYW.94;In the morning, Minister [Root.GetMarshalName] appears before you, along with the guard, to explain that your [From.GetSonDaughter] [From.GetFirstName], has disappeared from the palace, along with a small flotilla of warships and transports from the city's harbors. It appears, [From.GetPrincePrincessCap] [From.GetFirstName] has not been deterred by rejection, defying orders to take a small fleet to the Earth Kingdom. What [From.GetSheHe] plans, no one knows, but no doubt this an effort to force your hand.;;;;;;;;;;;;;x;
EVTOPTAhA.94;Very well then, the [From.GetPrincePrincessCap] will have our support.;;;;;;;;;;;;;x;
EVTOPTAhB.94;This foolish venture will be a lesson enough. I will not aid it.;;;;;;;;;;;;;x;
EVTTOOLTIPHYW094A;We will transfer control over all territory we have in the North-East Earth Kingdom to the Dragon Host.;;;;;;;;;;;;;x;
EVTTOOLTIPHYW094B;We will leave the Dragon Host to fight alone.;;;;;;;;;;;;;x;
EVTOPTAhA.0;Fire will triumph as the superior element.;;;;;;;;;;;;;x;
EVTOPTAhB.0;We will defend our homes!;;;;;;;;;;;;;x;
EVTOPTAhC.0;We will watch on for now.;;;;;;;;;;;;;x;
EVTDESCHYWA.110;Word has come that the Firelord has finally committed to the Siege of Ba Sing Se, sending forth the greatest host our nation has yet seen under the command of General [SHDS_GENERAL.GetFirstName]. A decisive victory now could finally signal an end to this long war?;;;;;;;;;;;;;x;
EVTDESCHYWB.110;Word is spreading that the Fire Nation is finally moving to assault the Earth Kingdom's capital of Ba Sing Se. It appears the Firelord has committed the last reserves of the Fire Nation's grand army to this decisive battle, placing them under the command of the renown General [SHDS_GENERAL.GetFirstName]. While Ba Sing Se's defences are said to be insurmountable, the attacking army is nevertheless vast...;;;;;;;;;;;;;x;
EVTOPTAhA.110;We shall see.;;;;;;;;;;;;;x;
EVTOPTAhB.110;The fool! Those walls have never fallen!;;;;;;;;;;;;;x;
EVTDESCHYW.111;You and your forces have retreated from the Siege around Ba Sing Se, setting sail back to the homeland. Though it fills you with sorrow to admit defeat, you cannot find it in your heart to press on with already so much lost. For now, you will wait, and wait for the Firelord's answer?;;;;;;;;;;;;;x;
EVTOPTAh.111;I need some time to grieve?;;;;;;;;;;;;;x;
EVTTITLEHYW.112;Siege's End;;;;;;;;;;;;;x;
EVTDESCHYW.112;News is spreading that the Siege of Ba Sing Se has been broken, with the armies of General [From.GetFirstName] calling a retreat from the city. With this sudden withdrawal, Earth Kingdom forces have been able to drive the last remnants of the Fire Nation army from the Outer Ring, ending their occupation of territory within Ba Sing Se. This will prove a major defeat for the Fire Nation, which gambled heavily on General [From.GetFirstName]'s assault succeeding. With new volunteers gathering to the Earth King's service, this may mark a turning point in the war.;;;;;;;;;;;;;x;
EVTOPTAhA.112;We will push them back even further!;;;;;;;;;;;;;x;
EVTOPTAhB.112;[From.GetPrincePrincessCap] [From.GetFirstName] will answer for this?;;;;;;;;;;;;;x;
EVTOPTAhC.112;Such a terrible defeat!;;;;;;;;;;;;;x;
EVTOPTAhD.112;This is an unexpected outcome.;;;;;;;;;;;;;x;
ATLAE112_EARTH_FORCES;With the Siege of Ba Sing Se over, our forces are regrouped and are ready to stand against any future threats.;;;;;;;;;;;;;x;
EVTDESCHYW.113;News is spreading fast that the outermost wall of Ba Sing Se has indeed fallen to the invading forces of the Fire Nation, with General [From.GetFirstName]'s army marching into the city's Agricultural Ring. Ba Sing Se's lifeblood is imperiled by this attack, which has sent shock-waves through the Earth Kingdom. If the defenders cannot drive them out, the city will surely fall.;;;;;;;;;;;;;x;
