#####                                          #####
##                                                ##
## Titles Styling and Special Titles Localisation ##
##  Written for T4N - Restored by TypicalCrusader ##
##                                                ##
#####                                          #####

###																					   ###
##!!!Please add your titles / cultural title loc into appropriate place -TypicalCrusader##
###																					   ###

##                                                  ##
# The Format is:                                     #
# 	Culture Group                                    #
# 		Titles Styling                               #
#			All Feudal gov Empires                   #
#			All Republican gov Empires               #
#			Theocracy Empires                        #
#			Kingdom -> Duchy -> County -> Barony     #
#			After That all special landed_titles loc #
#		Title Holders Styling                        #
#			( same order as with Titles Styling )    #
##                                                  ##

#Code;English;;;;;;;;x

###EK

##Titles

#Empire
job_chancellor_earth_islander;Diplomat;;;;;;;;;x
job_marshal_earth_islander;Guard Captain;;;;;;;;;x
job_treasurer_earth_islander;Merchant Advisor;;;;;;;;;x
job_spymaster_earth_islander;Espionage Expert;;;;;;;;;x
job_spiritual_earth_islander;Spiritual Guide;;;;;;;;;x

job_marshal_ba_sing_se;Guard Captain;;;;;;;;;x
job_treasurer_ba_sing_se;Merchant Advisor;;;;;;;;;x
job_spymaster_ba_sing_se;Espionage Expert;;;;;;;;;x
job_spiritual_ba_sing_se;Spiritual Guide;;;;;;;;;x

job_chancellor_northern_earth;Diplomat;;;;;;;;;x
job_marshal_northern_earth;Guard Captain;;;;;;;;;x
job_treasurer_northern_earth;Merchant Advisor;;;;;;;;;x
job_spymaster_northern_earth;Espionage Expert;;;;;;;;;x
job_spiritual_northern_earth;Spiritual Guide;;;;;;;;;x

job_chancellor_eastern_earth;Diplomat;;;;;;;;;x
job_marshal_eastern_earth;Guard Captain;;;;;;;;;x
job_treasurer_eastern_earth;Merchant Advisor;;;;;;;;;x
job_spymaster_eastern_earth;Espionage Expert;;;;;;;;;x
job_spiritual_eastern_earth;Spiritual Guide;;;;;;;;;x

job_chancellor_southern_earth;Diplomat;;;;;;;;;x
job_marshal_southern_earth;Guard Captain;;;;;;;;;x
job_treasurer_southern_earth;Merchant Advisor;;;;;;;;;x
job_spymaster_southern_earth;Espionage Expert;;;;;;;;;x

job_chancellor_sandbender;Negotiator;;;;;;;;;x
job_marshal_sandbender;Champion;;;;;;;;;x
job_treasurer_sandbender;Merchant;;;;;;;;;x
job_spymaster_sandbender;Scout;;;;;;;;;x
job_spiritual_sandbender;Spiritual Guide;;;;;;;;;x




#Special
#EK
ekmonarch_emperor_job_chancellor_ba_sing_se;Chancellor;;;;;;;;x
ekmonarch_emperor_job_marshal_ba_sing_se;Minister of War;;;;;;;;x
ekmonarch_emperor_job_treasurer_ba_sing_se;Grand Treasurer;;;;;;;;x
ekmonarch_emperor_job_spymaster_ba_sing_se;Grand Secretariat;;;;;;;;x
ekmonarch_emperor_job_spiritual_ba_sing_se;Master of Rites;;;;;;;;x
ekmonarch_emperor_job_chancellor_female_ba_sing_se;Chancellor;;;;;;;;x
ekmonarch_emperor_job_marshal_female_ba_sing_se;Minister of War;;;;;;;;x
ekmonarch_emperor_job_treasurer_female_ba_sing_se;Grand Treasurer;;;;;;;;x
ekmonarch_emperor_job_spymaster_female_ba_sing_se;Grand Secretariat;;;;;;;;x
ekmonarch_emperor_job_spiritual_female_ba_sing_se;Mistress of Rites;;;;;;;;x

ekmonarch_king_job_chancellor_ba_sing_se;Chancellor;;;;;;;;x
ekmonarch_king_job_marshal_ba_sing_se;Minister of War;;;;;;;;x
ekmonarch_king_job_treasurer_ba_sing_se;Grand Treasurer;;;;;;;;x
ekmonarch_king_job_spymaster_ba_sing_se;Grand Secretariat;;;;;;;;x
ekmonarch_king_job_spiritual_ba_sing_se;Master of Rites;;;;;;;;x
ekmonarch_king_job_chancellor_female_ba_sing_se;Chancellor;;;;;;;;x
ekmonarch_king_job_marshal_female_ba_sing_se;Minister of War;;;;;;;;x
ekmonarch_king_job_treasurer_female_ba_sing_se;Grand Treasurer;;;;;;;;x
ekmonarch_king_job_spymaster_female_ba_sing_se;Grand Secretariat;;;;;;;;x
ekmonarch_king_job_spiritual_female_ba_sing_se;Mistress of Rites;;;;;;;;x


#Consort and children

#consort

#Royal
emperor_title_ruler_consort_female_ba_sing_se;Queen;;;;;;;;;;;;;x
emperor_title_ruler_consort_ba_sing_se;King;;;;;;;;;;;;;x

#Non-Royal
title_ruler_consort_female_sandbender;Chieftess;;;;;;;;;;;;;x

#lady-Dowager

#Royal
emperor_title_queen_mother_female_ba_sing_se;Queen Dowager;;;;;;;;;;;;;x

###FN

##Titles

#Empires
empire_of_fire_nation;Shogunate of;;;;;;;;x
empire_of_fire_islander;Shogunate of;;;;;;;;x
empire_of_sun_warrior;Empire of;;;;;;;;x
empire_of_colonial;Shogunate of;;;;;;;;x

#Republic Empire
city_empire_of_fire_nation;State of;;;;;;;;x
city_empire_of_fire_islander;State of;;;;;;;;x
city_empire_of_colonial;Colonial State of;;;;;;;;x

#Theocratic Empire
temple_empire_of_fire_nation;High Theocracy of;;;;;;;;x
temple_empire_of_fire_islander;High Theocracy of;;;;;;;;x
temple_empire_of_colonial;High Theocracy of;;;;;;;;x

#Kingdoms
#In future after map expand: Province
kingdom_of_fire_nation;Prefecture of;;;;;;;;x
kingdom_of_fire_islander;Prefecture of;;;;;;;;x
kingdom_of_sun_warrior;Empire of;;;;;;;;x
kingdom_of_colonial;High Governate of;;;;;;;;x

#Republic Kingdom
city_kingdom_of_fire_nation;Merchant Prefecture of;;;;;;;;x
city_kingdom_of_fire_islander;Merchant Prefecture of;;;;;;;;x
city_kingdom_of_colonial;Colonial Prefecture of;;;;;;;;x

#Theocratic Kingdom
temple_kingdom_of_fire_nation;Theocracy of;;;;;;;;x
temple_kingdom_of_fire_islander;Theocracy of;;;;;;;;x
temple_kingdom_of_colonial;Theocracy of;;;;;;;;x

#Duchies
#In Future after map expand:Prefecture
duchy_of_fire_nation;Domain of;;;;;;;;x
duchy_of_fire_islander;Domain of;;;;;;;;x
duchy_of_sun_warrior;Empire of;;;;;;;;x
duchy_of_colonial;Governate of;;;;;;;;x

#Republic Duchy
city_duchy_of_fire_nation;Merchant Domain of;;;;;;;;x
city_duchy_of_fire_islander;Merchant Domain of;;;;;;;;x
city_duchy_of_colonial;Colonial Domain of;;;;;;;;x

#Theocracy Duchy
temple_duchy_of_fire_nation;High Sagedom of;;;;;;;;x
temple_duchy_of_fire_islander;High Sagedom of;;;;;;;;x
temple_duchy_of_colonial;High Sagedom of;;;;;;;;x

#Counties
#In Future after map expand:Domain
county_of_fire_nation;Holding of;;;;;;;;x
county_of_fire_islander;Holding of;;;;;;;;x
county_of_sun_warrior;Empire of;;;;;;;;x
county_of_colonial;Colony of;;;;;;;;x

#Republic County
city_county_of_fire_nation;Republic of;;;;;;;;x
city_county_of_fire_islander;Republic of;;;;;;;;x
city_county_of_colonial;Colonial Republic of;;;;;;;;x

#Theocracy County
temple_county_of_fire_nation;Sagedom of;;;;;;;;x
temple_county_of_fire_islander;Sagedom of;;;;;;;;x
temple_county_of_colonial;Sagedom of;;;;;;;;x

#Barony
barony_of_fire_nation;Barony of;;;;;;;;x #In Future after map expand:Domain
barony_of_fire_islander;Barony of;;;;;;;;x
barony_of_sun_warrior;Empire of;;;;;;;;x
barony_of_colonial;Minor Colony of;;;;;;;;x

#Republic Barony
city_barony_of_fire_nation;City of;;;;;;;;x
city_barony_of_fire_islander;City of;;;;;;;;x
city_barony_of_colonial;City of;;;;;;;;x

#Theocracy Barony
temple_barony_of_fire_nation;Temple of;;;;;;;;x
temple_barony_of_fire_islander;Temple of;;;;;;;;x
temple_barony_of_colonial;Temple of;;;;;;;;x

#Viceroyalities
vice_royalty_kingdom_of_fire_nation;High Governate of;;;;;;;;x
vice_royalty_duchy_of_fire_nation;Governate of;;;;;;;;x
vice_royalty_kingdom_of_fire_islander;High Governate of;;;;;;;;x
vice_royalty_duchy_of_fire_islander;Governate of;;;;;;;;x
vice_royalty_kingdom_of_colonial;High Governate of;;;;;;;;x
vice_royalty_duchy_of_colonial;Governate of;;;;;;;;x

#Special Strings
empire_fire_nation;Shogunate;;;;;;;;x
empire_fire_islander;Shogunate;;;;;;;;x
empire_fire_colonial;Shogunate;;;;;;;;x

kingdom_fire_nation;Prefecture;;;;;;;;x
kingdom_fire_islander;Prefecture;;;;;;;;x
kingdom_colonial;High Governate;;;;;;;;x

duchy_fire_nation;Domain;;;;;;;;x
duchy_fire_islander;Domain;;;;;;;;x
duchy_colonial;Governate;;;;;;;;x

county_fire_nation;Holding;;;;;;;;x
county_fire_islander;Holding;;;;;;;;x
county_colonial;Colony;;;;;;;;x

barony_fire_nation;Barony;;;;;;;;x
barony_fire_islander;Barony;;;;;;;;x
barony_colonial;Minor Colony;;;;;;;;x

#Special titles


#Title Holders

#Emperor
emperor_fire_nation;Shogun;;;;;;;;x
emperor_female_fire_nation;Shogun;;;;;;;;x
emperor_fire_islander;Shogun;;;;;;;;x
emperor_female_fire_islander;Shogun;;;;;;;;x
emperor_sun_warrior;Huetlatoani;;;;;;;;x
emperor_female_sun_warrior;Huetlatoani;;;;;;;;x
emperor_colonial;Shogun;;;;;;;;x
emperor_female_colonial;Shogun;;;;;;;;x

#Republic Emperor
city_emperor_fire_nation;President;;;;;;;;x
city_emperor_female_fire_nation;President;;;;;;;;x
city_emperor_fire_islander;President;;;;;;;;x
city_emperor_female_fire_islander;President;;;;;;;;x
city_emperor_colonial;President;;;;;;;;x
city_emperor_female_colonial;President;;;;;;;;x

#Theocratic Emperor
temple_emperor_fire_nation;High Seer;;;;;;;;x
temple_emperor_female_fire_nation;High Seer;;;;;;;;x
temple_emperor_fire_islander;High Seer;;;;;;;;x
temple_emperor_female_fire_islander;High Seer;;;;;;;;x
temple_emperor_colonial;High Seer;;;;;;;;x
temple_emperor_female_colonial;High Seer;;;;;;;;x

#Kings
king_fire_nation;Fudai-Daimyo;;;;;;;;x
king_female_fire_nation;Fudai-Daimyo;;;;;;;;x
king_fire_islander;Fudai-Daimyo;;;;;;;;x
king_female_fire_islander;Fudai-Daimyo;;;;;;;;x
king_sun_warrior;Tlatoani;;;;;;;;;x
king_female_sun_warrior;Tlatoani;;;;;;;;;x
king_colonial;Lord Governor;;;;;;;;;;x
king_female_colonial;Madam Governor;;;;;;;;;;x

#Republic "King"
city_king_fire_nation;Councilor;;;;;;;;x
city_king_female_fire_nation;Councilor;;;;;;;;x
city_king_fire_islander;Councilor;;;;;;;;x
city_king_female_fire_islander;Councilor;;;;;;;;x
city_king_colonial;Councilor;;;;;;;;x
city_king_female_colonial;Councilor;;;;;;;;x

#Theocratic King
temple_king_fire_nation;Seer;;;;;;;;x
temple_king_female_fire_nation;Seer;;;;;;;;x
temple_king_fire_islander;Seer;;;;;;;;x
temple_king_female_fire_islander;Seer;;;;;;;;x
temple_king_colonial;Seer;;;;;;;;x
temple_king_female_colonial;Seer;;;;;;;;x

#Dukes
duke_fire_nation;Daimyo;;;;;;;;x
duke_female_fire_nation;Daimyo;;;;;;;;x
duke_fire_islander;Daimyo;;;;;;;;x
duke_female_fire_islander;Daimyo;;;;;;;;x
duke_sun_warrior;Huecalpixqui;;;;;;;;;x
duke_female_sun_warrior;Huecalpixqui;;;;;;;;;;x
duke_colonial;Governor;;;;;;;;;;x
duke_female_colonial;Governor;;;;;;;;;;x

#Republic Duke
city_duke_fire_nation;Lord Mayor;;;;;;;;x
city_duke_female_fire_nation;Madam Mayor;;;;;;;;x
city_duke_fire_islander;Lord Mayor;;;;;;;;x
city_duke_female_fire_islander;Madam Mayor;;;;;;;;x
city_duke_colonial;Lord Mayor;;;;;;;;x
city_duke_female_colonial;Madam Mayor;;;;;;;;x

#Theocratic Duke
temple_duke_fire_nation;High Sage;;;;;;;;x
temple_duke_female_fire_nation;High Sage;;;;;;;;x
temple_duke_fire_islander;High Sage;;;;;;;;x
temple_duke_female_fire_islander;High Sage;;;;;;;;x
temple_duke_colonial;High Sage;;;;;;;;x
temple_duke_female_colonial;High Sage;;;;;;;;x

#Counts
count_fire_nation;Lord;;;;;;;;;x
count_female_fire_nation;Lady;;;;;;;;;x
count_fire_islander;Lord;;;;;;;;;x
count_female_fire_islander;Lady;;;;;;;;;x
count_sun_warrior;Calpixqui;;;;;;;;;x
count_female_sun_warrior;Calpixqui;;;;;;;;;x
count_colonial;Magnate;;;;;;;;;x
count_female_colonial;Magnate;;;;;;;;;x

#Republic Count
city_count_fire_nation;Mayor;;;;;;;;x
city_count_female_fire_nation;Mayor;;;;;;;;x
city_count_fire_islander;Mayor;;;;;;;;x
city_count_female_fire_islander;Mayor;;;;;;;;x
city_count_colonial;Mayor;;;;;;;;x
city_count_female_colonial;Mayor;;;;;;;;x

#Theocratic Count
temple_count_fire_nation;Sage;;;;;;;;x
temple_count_female_fire_nation;Sage;;;;;;;;x
temple_count_fire_islander;Sage;;;;;;;;x
temple_count_female_fire_islander;Sage;;;;;;;;x
temple_count_colonial;Sage;;;;;;;;x
temple_count_female_colonial;Sage;;;;;;;;x

#barons
baron_fire_nation;Danshaku;;;;;;;;;x
baron_fire_nation;Danshaku;;;;;;;;;x
baron_fire_islander;Danshaku;;;;;;;;;x
baron_female_fire_islander;Danshaku;;;;;;;;;x
baron_sun_warrior;Teuctli;;;;;;;;;x
baron_female_sun_warrior;Teuctli;;;;;;;;;x
baron_colonial;Mayor;;;;;;;;;x
baron_female_colonial;Mayor;;;;;;;;;x

#Republic Baron
city_baron_fire_nation;Magistrate;;;;;;;;x
city_baron_female_fire_nation;Magistrate;;;;;;;;x
city_baron_fire_islander;Magistrate;;;;;;;;x
city_baron_female_fire_islander;Magistrate;;;;;;;;x
city_baron_colonial;Magistrate;;;;;;;;x
city_baron_female_colonial;Magistrate;;;;;;;;x

#Theocracy Baron
temple_baron_fire_nation;Sage;;;;;;;;x
temple_baron_female_fire_nation;Sage;;;;;;;;x
temple_baron_fire_islander;Sage;;;;;;;;x
temple_baron_female_fire_islander;Sage;;;;;;;;x
temple_baron_colonial;Sage;;;;;;;;x
temple_baron_female_colonial;Sage;;;;;;;;x

#Viceroys
vice_royalty_king_fire_nation;High Governor;;;;;;;;;x
vice_royalty_king_female_fire_nation;High Governor;;;;;;;;;x
vice_royalty_king_fire_islander;High Governor;;;;;;;;;x
vice_royalty_king_female_fire_islander;High Governor;;;;;;;;;x
vice_royalty_king_colonial;High Governor;;;;;;;;;x
vice_royalty_king_female_colonial;High Governor;;;;;;;;;x

vice_royalty_duke_fire_nation;Governor;;;;;;;;;x
vice_royalty_duke_female_fire_nation;Governor;;;;;;;;;x
vice_royalty_duke_female_fire_islander;Governor;;;;;;;;;x
vice_royalty_duke_fire_islander;Governor;;;;;;;;;x
vice_royalty_duke_colonial;Governor;;;;;;;;;x
vice_royalty_duke_female_colonial;Governor;;;;;;;;;x


#special
PHOENIX_KING;Phoenix King;;;;;;;;x
PHOENIX_QUEEN;Phoenix Queen;;;;;;;;x
FIRE_LORD;Fire Lord;;;;;;;;x
FIRE_LADY;Fire Lady;;;;;;;;x
WARDEN;Warden;;;;;;;;x
SUN_KING;Sun King;;;;;;;;x
SUN_QUEEN;Sun Queen;;;;;;;;x
GENERAL;General;;;;;;;;x
NAVY_ADMIRAL;Admiral;;;;;;;;x

#councilors

#Generic culture ones
job_chancellor_sun_warrior;Cihuacoatl;;;;;;;;;x
job_marshal_sun_warrior;Tlacateccatl;;;;;;;;;x
job_treasurer_sun_warrior;Petlacalcatl;;;;;;;;;x
job_spymaster_sun_warrior;Tillancalqui;;;;;;;;;x
job_spiritual_sun_warrior;Sahagun;;;;;;;;;x

job_chancellor_fire_nation;Minister of Diplomacy;;;;;;;;;x
job_marshal_fire_nation;Minister of War;;;;;;;;;x
job_treasurer_fire_nation;Minister of Finance;;;;;;;;;x
job_spymaster_fire_nation;Minister of Intelligence;;;;;;;;;x
job_spiritual_fire_nation;Court Sage;;;;;;;;;x

job_chancellor_fire_islander;Diplomat;;;;;;;;;x
job_marshal_fire_islander;Guard Captain;;;;;;;;;x
job_treasurer_fire_islander;Merchant Advisor;;;;;;;;;x
job_spymaster_fire_islander;Spymaster;;;;;;;;;x
job_spiritual_fire_islander;Court Sage;;;;;;;;;x

job_chancellor_colonial;Minister of Diplomacy;;;;;;;;;x
job_marshal_colonial;Minister of War;;;;;;;;;x
job_treasurer_colonial;Minister of Finance;;;;;;;;;x
job_spymaster_colonial;Minister of Intelligence;;;;;;;;;x
job_spiritual_colonial;Court Sage;;;;;;;;;x

#Special

#Consorts and children

#Consorts

#Royal
emperor_title_ruler_consort_fire_nation;Prince;;;;;;;;;x
emperor_title_ruler_consort_female_fire_nation;Princess;;;;;;;;;x
emperor_title_ruler_consort_fire_islander;Prince;;;;;;;;;x
emperor_title_ruler_consort_female_fire_islander;Princess;;;;;;;;;x
emperor_title_ruler_consort_colonial;Prince;;;;;;;;;x
emperor_title_ruler_consort_female_colonial;Princess;;;;;;;;;x

#Non-Royal
title_ruler_consort_fire_nation;Lord;;;;;;;;;x
title_ruler_consort_female_fire_nation;Lady;;;;;;;;;x
title_ruler_consort_fire_islander;Lord;;;;;;;;;x
title_ruler_consort_female_fire_islander;Lady;;;;;;;;;x
title_ruler_consort_colonial;Lord;;;;;;;;;x
title_ruler_consort_female_colonial;Lady;;;;;;;;;x
title_ruler_consort_female_sun_warrior;Calpixqui;;;;;;;;;;;;;x

#Lady-Dowager

#Royal
emperor_title_queen_mother_fire_nation;Prince Dowager;;;;;;;;;x
emperor_title_queen_mother_female_fire_nation;Princess Dowager;;;;;;;;;x
emperor_title_queen_mother_fire_islander;Prince Dowager;;;;;;;;;x
emperor_title_queen_mother_female_fire_islander;Princess Dowager;;;;;;;;;x
emperor_title_queen_mother_colonial;Prince Dowager;;;;;;;;;x
emperor_title_queen_mother_female_colonial;Princess Dowager;;;;;;;;;x

#Non Royal
title_queen_mother_fire_nation;Lord Dowager;;;;;;;;;x
title_queen_mother_female_fire_nation;Lady Dowager;;;;;;;;;x
title_queen_mother_fire_islander;Lord Dowager;;;;;;;;;x
title_queen_mother_female_fire_islander;Lady Dowager;;;;;;;;;x
title_queen_mother_colonial;Lord Dowager;;;;;;;;;x
title_queen_mother_female_colonial;Lady Dowager;;;;;;;;;x

#Queen Mother
#Royal
emperor_title_queen_mother_fire_nation;Princess Mother;;;;;;;;;x
emperor_title_queen_mother_fire_islander;Princess Mother;;;;;;;;;x
emperor_title_queen_mother_colonial;Princess Mother;;;;;;;;;x

#Non-Royal
title_queen_mother_fire_nation;Lady;;;;;;;;;x
title_queen_mother_fire_islander;Lady;;;;;;;;;x
title_queen_mother_colonial;Lady;;;;;;;;;x

#Children

#Royal
emperor_title_prince_fire_nation;Prince;;;;;;;;;x
emperor_title_prince_female_fire_nation;Princess;;;;;;;;;x
emperor_title_prince_fire_islander;Prince;;;;;;;;;x
emperor_title_prince_female_fire_islander;Princess;;;;;;;;;x
emperor_title_prince_female_colonial;Princess;;;;;;;;;x
emperor_title_prince_colonial;Prince;;;;;;;;;x

#Non-Royal
title_prince_fire_nation;Nobleman;;;;;;;;;x
title_prince_female_fire_nation;Noblewoman;;;;;;;;;x
title_prince_fire_islander;Nobleman;;;;;;;;;x
title_prince_female_fire_islander;Noblewoman;;;;;;;;;x
title_prince_female_colonial;Noblewoman;;;;;;;;;x
title_prince_colonial;Nobleman;;;;;;;;;x


###Other

##Heir text
heir_text_firebender;A talented Firebender, [GetFirstName] will likely be able to strike fear into anyone with [GetHerHis] abilities.;A;A;;A;;;;;;;;;x
heir_text_earthbender;A powerful Earthbender, [GetFirstName] will likely carry on that power in our bloodline.;A;A;;A;;;;;;;;;x
heir_text_waterbender;A brilliant Waterbending Master, [GetFirstName] is the pride of our tribe.;A;A;;A;;;;;;;;;x
heir_text_airbender;An Airbending Master, [GetFirstName] is worthy of carrying on our traditions.;A;A;;A;;;;;;;;;x

##Semi-Hardcoded stuff
title_ruler_consort;Lord;;;;;;;;;;;;;x
title_ruler_consort_female;Lady;;;;;;;;;;;;;x
