EVTDESCbending.18;The streets at [Root.Location.GetName] are buzzing with people and shopkeepers. Some street hustlers have attracted a crowd. They have incorporated fireferrets in their acrobatic show. One of the fire ferrets look scared with a collar on.;;;;;;;;;
EVTOPTAbending.18;I shall free the fire ferret!;;;;;;;;;
EVTOPTBbending.18;Not worth the risk;;;;;;;;;
EVTDESCbending.19;As I walked in [Root.Capital.GetName] today, I saw the cutest little fire ferret in the pet shop window.;;;;;;;;;
EVTOPTAbending.19;I just have to have it!;;;;;;;;;
EVTOPTBbending.19;I do not have any money on me though;;;;;;;;;
EVTDESCtraining.1;My guardian is a skilled bender while my own skills can't compare. Even though I train everyday, maybe I could need some help?;;;;;;;;;
EVTOPTAtraining.1;Maybe I should ask my guardian for help?;;;;;;;;;
EVTOPTBtraining.1;No!;;;;;;;;;
EVTDESCtraining.2;My [GetFromRelation] [From.GetFirstName] is training everyday with me, but I still got some techniques to learn [From.GetHerHim].;;;;;;;;;
EVTOPTAtraining.2;I will learn you my techniques;;;;;;;;;
EVTOPTBtraining.2;It should come naturally;;;;;;;;;
EVTDESCtraining.3;Even though I asked [From.GetFirstName] about [From.GetHerHis] techniques [From.GetSheHe] refused. Apparantly I'm supposed to advance on my ownÉ;;;;;;;;;
EVTOPTAtraining.3;That's disapointingÉ;;;;;;;;;
EVTOPTBtraining.3;Then I will learn it by myself!;;;;;;;;;
EVTDESCtraining.4;Lately [From.GetFirstName] has devoted more and more time to teach me [From.GetHerHis] own techniques and I'm sure I'll improve soon enough!;;;;;;;;;
EVTOPTAtraining.4;The hard work begins now!;;;;;;;;;
EVTDESCtraining.5;My ward is training hard and is striving to achive my level of skill. Maybe I should give a helping hand?;;;;;;;;;
EVTOPTAtraining.5;Yes, I should help!;;;;;;;;;
EVTOPTBtraining.5;Maybe it's better not toÉ;;;;;;;;;
EVTDESCtraining.6;My [GetFromRelation] [From.GetFirstName] has noticed my hard work to reach [From.GetHerHis] level of technique and now offered a helping hand with achiving that goal.;;;;;;;;;
EVTOPTAtraining.6;I will learn your techniques;;;;;;;;;
EVTOPTBtraining.6;Why bother?;;;;;;;;;
EVTDESCtraining.7;My technique is near flawless and control over my element is increasing. Even though I've improved, it's clear my guardian is still better.;;;;;;;;;
EVTOPTAtraining.7;Maybe I could learn this special technique you have?;;;;;;;;;
EVTOPTBtraining.7;It seems like too much workÉ;;;;;;;;;
EVTDESCtraining.8;My [GetFromRelation] [From.GetFirstName] has showed increased interest in my specialized technique and now wants to learn it. It's a difficult technique and maybe too difficult for [From.GetHerHim]?;;;;;;;;;
EVTOPTAtraining.8;It's too dangerous!;;;;;;;;;
EVTOPTBtraining.8;I will show [From.GetHerHim];;;;;;;;;
EVTDESCtraining.9;My [GetFromRelation] is a brilliant bender, but unfurtunately [From.GetSheHe] deemed it too dangerous for meÉ;;;;;;;;;
EVTOPTAtraining.9;How sad..;;;;;;;;;
EVTDESCtraining.10;My [GetFromRelation] is a brilliant bender and [From.GetSheHe] deemed me ready to try one of the most advanced techniques [From.GetSheHe] knows.;;;;;;;;;
EVTOPTAtraining.10;Yay!;;;;;;;;;
EVTDESCtraining.11;I'm beyond dispute a skilled bender and my understanding of my element is only growing day by day. Today I worked on a new advanced technique I came up with myself and it seems like it is working beyond belief!;;;;;;;;;
EVTOPTAtraining.11;This is only the beginning!;;;;;;;;;
EVTDESCtraining.12;A very good friend of mine have developed a very advanced technique and is boasting of the feat.;;;;;;;;;
EVTOPTAtraining.12;I should ask for help with achieving the same thing!;;;;;;;;;
EVTOPTBtraining.12;It's exaggerated!;;;;;;;;;
EVTDESCtraining.13;After many setbacks and bruises I finally have something to show for it. My bending technique is smoother and control of my element stronger.;;;;;;;;;
EVTOPTAtraining.13;I've improved!;;;;;;;;;
EVTDESCtraining.14;I've suffered many bruises and setbacks in pursuit of improving my bending. Despite of this I've got nothing to show for it. ;;;;;;;;;
EVTOPTAtraining.14;All that workÉ;;;;;;;;;
EVTDESCtraining.101;My friend is an excellent bender and is one of the few I know, who has specialized and developed a certain brand of bending.;;;;;;;;;
EVTOPTAtraining.101;I will ask for help with my technique!;;;;;;;;;
EVTOPTBtraining.101;I can make it on my own!;;;;;;;;;
EVTDESCtraining.102;My [GetFromRelation] [From.GetFirstName] has long admired my bending ability and has finally asked for my help.;;;;;;;;;
EVTOPTAtraining.102;I will help for free!;;;;;;;;;
EVTOPTBtraining.102;Perhaps a small compensation for the danger?;;;;;;;;;
EVTOPTCtraining.102;Not my concern;;;;;;;;;
EVTDESCtraining.103;I asked [From.GetFirstName] for help with learning such an advanced move and [From.GetSheHe] agreed to help me.;;;;;;;;;
EVTOPTAtraining.103;Let the lesson begin;;;;;;;;;
EVTDESCtraining.104;I asked [From.GetFirstName] for help with learning such an advanced move and [From.GetSheHe] agreed to help me for a price.;;;;;;;;;
EVTOPTAtraining.104;I will accept.;;;;;;;;;
EVTOPTBtraining.104;That is too expensive!;;;;;;;;;
EVTDESCtraining.105;I reached out to [From.GetFirstName] for help with advancing my bending but I was flat out refused. Maybe it is time to rethink this friendship?;;;;;;;;;
EVTOPTAtraining.105;Maybe he isn't my friend.;;;;;;;;;
EVTOPTBtraining.105;This shouldn't come between us!;;;;;;;;;
EVTDESCtraining.106;Even though I'm no longer young, my knowledge and power has been growing. Maybe I should focus my energy on a special technique?;;;;;;;;;
EVTOPTAtraining.106;I've learned a new technique;;;;;;;;;
EVTOPTBtraining.106;I already know enough;;;;;;;;;
EVTDESCtraining.107;As the seasons go by and my lifetime comes closer to an end, the new generation should take over. My strenth has been weakened and now it is time for the children to take over.;;;;;;;;;
EVTOPTAtraining.107;I accept my own weaknesses.;;;;;;;;;
EVTDESCbending.31;I was eating some delicious seaweed soup, when suddenly the liquid in my bowl splashed everywhere.;;;;;;;;;
EVTOPTAbending.31;Did I just waterbend?;;;;;;;;;
EVTOPTBbending.31;I'm so clumsy!;;;;;;;;;
EVTDESCbending.32;Today [From.GetFirstName] told me [From.GetSheHe] waterbent [From.GetHerHis] soup.;;;;;;;;;
EVTOPTAbending.32;My [GetFromRelation] is a waterbender!;;;;;;;;;
EVTOPTBbending.32;A waterbender just like me!;;;;;;;;;
EVTOPTCbending.32;You made a huge mess!;;;;;;;;;
EVTDESCbending.33;[From.GetFirstName] scolded me and told me to clean up the mess I made.;;;;;;;;;
EVTOPTAbending.33;It was an accident!;;;;;;;;;
EVTDESCbending.34;[From.GetFirstName] asked me to try bending some water again and it worked!;;;;;;;;;
EVTOPTAbending.34;[From.GetFirstName] says [From.GetSheHe] is proud of me. I can't wait to learn more!;;;;;;;;;
EVTDESCBending.35;I'm excited to start bending but there's so much I don't know about it yet.;;;;;;;;;
EVTOPTAbending.35;I should ask someone!;;;;;;;;;
EVTDESCbending.36;Today [From.GetFirstName] started asking me lots of questions about waterbending.;;;;;;;;;
EVTOPTAbending.36;I'll tell you when you're olderÄ;;;;;;;;;
EVTOPTBbending.36;Where do I start?;;;;;;;;;
EVTDESCbending.37;Today [From.GetFirstName] spent all day telling me about the finer points of waterbending.;;;;;;;;;
EVTOPTAbending.37;I've learned so much!;;;;;;;;;
EVTDESCbending.38;[From.GetFirstName] told me [From.GetSheHe] would answer my questions about bending when I'm older.;;;;;;;;;
EVTOPTABending.38;But I'm old now!;;;;;;;;;
EVTDESCbending.39;The elders of [Root.Capital.GetName] says that our ancestors have been waterbenders for hundreds of years, but where did it come from?;;;;;;;;;
EVTOPTAbending.39;I should ask someone!;;;;;;;;;
EVTDESCbending.40;[From.GetFirstName] has been so curious about waterbending recently. Today [From.GetSheHe] asked me if I know its origns.;;;;;;;;;
EVTOPTAbending.40;Waterbending is just an advanced form of tearbending;;;;;;;;;
EVTOPTBbending.40;Let me tell you about the moon!;;;;;;;;;
EVTOPTCbending.40;It was the ocean! Wait, that is not right!;;;;;;;;;
EVTDESCbending.41;My [GetFromRelation] [From.GetFirstName] sat me down today and told me all about the moon.;;;;;;;;;
EVTOPTAbending.41;The moon is so pretty. I wish I could marry it.;;;;;;;;;
EVTDESCbending.42;My [GetFromRelation] [From.GetFirstName] told me that waterbending is just an advanced form of tearbending.;;;;;;;;;
EVTOPTAbending.42;I'm not a cry baby!;;;;;;;;;
EVTDESCbending.43;When I asked [From.GetFirstName] about where waterbending came from [From.GetSheHe] seemed very confused.;;;;;;;;;
EVTOPTAbending.43;It's a mystery after all!;;;;;;;;;
EVTDESCbending.44;I've learned a lot since I discovered I'm a waterbender, but it feels like there is still so much to discover. I should ask someone about attending a waterbending school.;;;;;;;;;
EVTOPTAbending.44;I reall hope I'm good enough.;;;;;;;;;
EVTDESCbending.45;[From.GetFirstName] thinks it's about time [From.GetSheHe] attends a waterbending school to expand [From.GetHerHis] waterbending skills.;;;;;;;;;
EVTOPTAbending.45;I'm all the education [From.GetSheHe] needs!;;;;;;;;;
EVTOPTBbending.45;What a great idea!;;;;;;;;;
EVTDESCbending.46;[From.GetFirstName] told me I can't attend the local waterbending school. I begget to [From.GetHerHim] over and over but nothing I said changed [From.GetHerHis] mind at all!;;;;;;;;;
EVTOPTAbending.46;[From.GetSheHe] is just jealous of my talent.;;;;;;;;;
EVTDESCbending.47;[From.GetFirstName] says I can start school next week. I can't wait to learn more about waterbending.;;;;;;;;;
EVTOPTAbending.47;I hope to make a lot of friends!;;;;;;;;;
EVTOPTBbending.47;I hope to make a lot of friends!;;;;;;;;;
EVTOPTCbending.47;I hope to make a lot of friends!;;;;;;;;;
EVTOPTDbending.47;I hope to make a lot of friends!;;;;;;;;;
EVTOPTEbending.47;I hope to make a lot of friends!;;;;;;;;;
EVTDESCbending.48;Carrying my things around can be so much work at times. If I had a trusty buffaloyak, things sure would be easier.;;;;;;;;;
EVTOPTAbending.48;I'll just have to buy one.;;;;;;;;;
EVTOPTBbending.48;But I can't afford one.;;;;;;;;;
EVTDESCbending.61;I was so mad at my parent for taking my toys from me. When I stomped my foot in anger the entire house shook!;;;;;;;;;
EVTOPTAbending.61;I must be an earthbender;;;;;;;;;
EVTOPTBbending.61;Oh no, an earthquake!;;;;;;;;;
EVTDESCbending.62;I was putting away [From.GetFirstName]'s toys when suddenly the house shook. [From.GetFirstName] says [From.GetSheHe] did it by stomping [From.GetHerHis] feet.;;;;;;;;;
EVTOPTAbending.62;My [GetFromRelation] is an earthbender;;;;;;;;;
EVTOPTBbending.62;An earthbender just like me!;;;;;;;;;
EVTOPTCbending.62;I'll have to explain to [From.GetFirstName] what an earthquake is.;;;;;;;;;
EVTDESCbending.63;[From.GetFirstName] says I'm not really an earthbender after all.;;;;;;;;;
EVTOPTAbending.63;That's too badÄ;;;;;;;;;
EVTDESCBending.64;[From.GetFirstName] asked me to try shaking the house again and it worked!;;;;;;;;;
EVTOPTAbending.64;[From.GetFirstName] says [From.GetSheHe] is proud of me. I can't wait to learn more!;;;;;;;;;
EVTDESCbending.65;I'm excited to start bending but there's so much I don't know about it yet.;;;;;;;;;
EVTOPTAbending.65;I should ask someone!;;;;;;;;;
EVTDESCbending.66;Today [From.GetFirstName] started asking me lots of questions about earthbending.;;;;;;;;;
EVTOPTAbending.66;I'll tell you when you are older!;;;;;;;;;
EVTOPTBbending.66;Where do I start?;;;;;;;;;
EVTDESCbending.67;Today [From.GetFirstName] spent all day telling me about the finer points of earthbending.;;;;;;;;;
EVTOPTAbending.67;I've learned so much.;;;;;;;;;
EVTDESCbending.68;[From.GetFirstName] told me [From.GetSheHe] would answer my questions about bending when I'm older;;;;;;;;;
EVTOPTAbending.68;But I'm old enough now!;;;;;;;;;
EVTDESCbending.69;My friends tell me that our ancestors have been earthbenders since Oma and Shu, but who did they learn it from?;;;;;;;;;
EVTOPTAbending.69;I should ask someone!;;;;;;;;;
EVTDESCbending.70;[From.GetFirstName] has been so curious about earthbending recently. Today [From.GetSheHe] asked me if I know who taught Oma and Shu.;;;;;;;;;
EVTOPTAbending.70;It was love that taught them.;;;;;;;;;
EVTOPTBbending.70;It was the badgermoles of course!;;;;;;;;;
EVTOPTCbending.70;The secret tunnet taught them... or was it a platypusbear?;;;;;;;;;
EVTDESCbending.71;[From.GetFirstName] sat me down and told me all about how the badgermoles taught Oma and Shu today.;;;;;;;;;
EVTOPTAbending.71;Secret tunnel! Secret tunnel! Though the mountain! Secret, secret, secret, secret, secret, tunnel! Yeah!;;;;;;;;;
EVTDESCbending.72;[From.GetFirstName] told me that Oma and Shu learned earthbending through true love.;;;;;;;;;
EVTOPTAbending.72;Gross, I don't want cooties!;;;;;;;;;
EVTDESCbending.73;When I asked [From.GetFirstName] about who taught Oma and Shu earthbending [From.GetSheHe] seemed very confused.;;;;;;;;;
EVTOPTAbending.73;It's a mystery after all.;;;;;;;;;
EVTDESCbending.74;I've learned a lot since I discovered I'm an earthbender, but it feel like there's still so much to discover. I should ask someone about attending an earthbending academy!;;;;;;;;;
EVTOPTAbending.74;I really hope I'm good enough!;;;;;;;;;
EVTDESCbending.75;[From.GetFirstName] thinks it's about time [From.GetSheHe] attend an earthbending academy to expand [From.GetHerHis] earthbending skills.;;;;;;;;;
EVTOPTAbending.75;Not my precious [From.GetFirstName];;;;;;;;;
EVTOPTBbending.75;What a great idea!;;;;;;;;;
EVTDESCbending.76;[From.GetFirstName] told me I can't attend the local earthbending academy. I begged to [From.GetHerHim] over and over, but nothing I said changed [From.GetHerHis] mind at all!;;;;;;;;;
EVTOPTAbending.76;[From.GetSheHe] is just jealous of my talent.;;;;;;;;;
EVTDESCbending.77;[From.GetFirstName] says I can start school next week. I can't wait to learn more about earthbending!;;;;;;;;;
EVTOPTAbending.77;I hope to make a lot of friends!;;;;;;;;;
EVTOPTBbending.77;I hope to make a lot of friends!;;;;;;;;;
EVTOPTCbending.77;I hope to make a lot of friends!;;;;;;;;;
EVTOPTDbending.77;I hope to make a lot of friends!;;;;;;;;;
EVTOPTEbending.77;I hope to make a lot of friends!;;;;;;;;;
EVTDESCbending.78;Today I was passing by the stables when the most gorgeous ostrichhorse caught my eye.;;;;;;;;;
EVTOPTAbending.78;Money is no object;;;;;;;;;
EVTOPTBbending.78;Money is an object. I don't have any to spare.;;;;;;;;;
EVTDESCbending.91;Today I sneezed and suddenly went flying high into the sky;;;;;;;;;
EVTOPTAbending.91;I am an airbender!;;;;;;;;;
EVTDESCbending.92;An airbending master has taken a lot of interest in my airbending skill;;;;;;;;;
EVTOPTAbending.92;He will teach me well.;;;;;;;;;
EVTDESCbending.93;Since I can remember I've dreamed of riding my own skybison with the earth beneath me and the sky above me. The day has finally come for me to get my own skybison. But how will I know which one to choose?;;;;;;;;;
EVTOPTAbending.93;Eww, this one licked me!;;;;;;;;;
EVTDESCATLA.27;Even though my journey to find the Avatar has been long and tiresome, the Avatar has now been revaled for the world. Now there is nothing else to do than to go home again.;;;;;;;;;
EVTOPTAATLA.27;It just wasn't supposed to be meÉ;;;;;;;;;
EVTDESCATLA.26;Should not be shown;;;;;;;;;
action_improve_rel_relations_desc;Have [GetSpiritualName] try to improve your standing with the Spirits.;;;;;;;;;
angry_spirits;Angry Spirits;;;;;;;;;
angry_spirits_desc;Enraged Spirits haunt this province.;;;;;;;;;
appeased_spirits;Appeased Spirits;;;;;;;;;
appeased_spirits_desc;Spirits live in harmony with the inhabitants of this province.;;;;;;;;;
hold_tiger_hunt_desc;A traditional hunt for the upperclass in the Earth Kingdom. An important occation for a liege to meet with his smaller lords and discuss important matters.;;;;;;;;;
hold_diwali_feast_hindu;Spiritual Celebration;;;;;;;;;
hold_diwali_feast_hindu_desc;The bond between the Spirit World and the physical world has for as long as anyone can remember, been important for the balance of the all living things. This bond should be celebrated with a huge feast.;;;;;;;;;
holding_diwali_feast;Spirit Feast;;;;;;;;;
holding_diwali_feast_desc;Feast celebrating the bond with the Spirit World.;;;;;;;;;
hold_diwali_feast_kali_puja;Raiding Feast;;;;;;;;;
holding_kali_puja_feast;Holding Raiding Feast;;;;;;;;;
holding_puja_kali_feast_desc;A magnificent feast  to celebrate the recent plundering.;;;;;;;;;
hold_diwali_feast_kali_puja_desc;A magnificent feast  to celebrate the recent plundering.;;;;;;;;;
EVTDESC_RoI.1171;The darkest night of the year is here, the most important night of the feast. Candles and lamps are lit everywhere, the guests stroll across the painted and decorated floor, wearing colorful dress. Rich and sweet food is served, and the drink is also plentiful. Light and Darkness are honored, celebrating the victory of light over darkness, good over evil and hope over despair.;;;;;;;;;
EVTOPTA_RoI_1171;Let us celebrate!;;;;;;;;;
EVTDESC_RoI_1173;The darkest night of the year is here, the most important night of the feast. Candles and lamps are lit everywhere, the guests stroll across the painted and decorated floor, wearing colorful dress. Rich and sweet food is served, and the drink is also plentiful. You celebrate the victory of light over darkness, good over evil, knowledge over ignorance and hope over despair.;;;;;;;;;
EVTOPTA_RoI_1173;Let us celebrate!;;;;;;;;;
EVTDESC_RoI_1177;The darkest night of the feast is here, the most important night of the feast. Candles are lit everywhere, placed inside human skulls. The guests stroll across the painted and decorated floor, carrying various symbols of time, death and change. Homage is offered to the beautiful and terrifying four-armed idols with swords, skulls and severed heads in their hands.;;;;;;;;;
EVTOPTA_RoI_1177;Let us celebrate!;;;;;;;;;
EVTNAMELS.100;The Spirits are appeased;;;;;;;;;
EVTDESCLS.100;The spirits have been appeased.;;;;;;;;;
EVTOPTALS.100;I should tell my liege;;;;;;;;;
EVTDESCATLA.1000;My faithful [GetSpiritualName] has been working hard with establishing contact to the spirits. Finally the Spirits have emerged and harmony has been restored to the province.;;;;;;;;;
EVTOPTAATLA.1000;Harmony at last!;;;;;;;;;
EVTDESC_RoI_401;You have received a visitor - an emissary from the famous university at Ba Sing Se. He tells of you of the research and other work they do there and offers you a formal invitation to visit and see this marvel of the Earth Kingdom.;;;;;;;;;
EVTOPTA_RoI_401;Interesting - I will accept the invitation.;;;;;;;;;
EVTOPTB_RoI_401;I don't have the time.;;;;;;;;;
EVTNAME_RoI_402;University of Ba Sing Se;;;;;;;;;
EVTDESC_RoI_402;You have arrived at the magnificent University of Ba Sing Se. It's a massive complex of gray brick buildings, busy with a bustle of scholars and students. You have been told that people come here from all over the Earth Kingdom and beyond in order to study and exchange ideas. The library has a huge amount of texts in every language known to man.\n\nIt's an impresssive place. You don't have much time to spend here, however, so you need to decide what to do...;;;;;;;;;
EVTOPTC_RoI_402;I have come to receive spiritual instruction.;;;;;;;;;
EVTDESCbending.20;For several months I've rised with the sun and settled with it. Most of my waken hours I've trained and drilled my firebending. Learning advanced techniques and mastering breathing have finally improved my proficiency.;;;;;;;;;
EVTOPTAbending.20;This can only be good!;;;;;;;;;
EVTDESCbending.21;Despite my initial enthusiasm to train with the best firebender around, I found it more fun to play ball and wreck havock with a new friend.;;;;;;;;;
EVTOPTAbending.21;I should work harder I guess..;;;;;;;;;
EVTOPTBbending.21;This is more fun!;;;;;;;;;
EVTDESCbending.22;The firebending academy my [GetFromRelation] [From.GetFirstName] is training at has asked to for a new donation, otherwise it might close.;;;;;;;;;
EVTOPTAbending.22;Anything for a worthy cause.;;;;;;;;;
EVTOPTBbending.22;You are asking for too much!;;;;;;;;;
EVTDESCbending.23;My [GetFromRelation] has worked hard to improve [From.GetHerHis] bending proficiency.;;;;;;;;;
EVTOPTAbending.23;I'm so proud!;;;;;;;;;
EVTDESCbending.24;Even though I've given a generous 'donation' to the firebending academy, my [GetFromRelation] has been skulking from training and hasn't improved at all.;;;;;;;;;
EVTOPTAbending.24;That is too badÉ;;;;;;;;;
EVTDESCbending.25;My [FromGetRelation] has after a lot of training and countless hours perfecting the most advanced stances, eclipsed most benders several years [From.GetHerHis] senior.;;;;;;;;;
EVTOPTAbending.25;I'm so proud!;;;;;;;;;
EVTDESCbending.49;For several months I've rised with the sun and settled with it. Most of my waken hours I've trained and drilled my waterbending. Learning advanced techniques and mastering breathing have finally improved my proficiency.;;;;;;;;;
EVTOPTAbending.49;This can only be good!;;;;;;;;;
EVTDESCbending.50;Despite my initial enthusiasm to train with the best waterbender on this side of the world, I found it more fun to play with penguins and wreck havock with a new friend.;;;;;;;;;
EVTOPTAbending.50;I should work harder I guess..;;;;;;;;;
EVTOPTBbending.50;This is more fun!;;;;;;;;;
EVTDESCbending.51;The waterbending master my [GetFromRelation] [From.GetFirstName] trains with, has asked to for a new donation, otherwise he may move on might close.;;;;;;;;;
EVTOPTAbending.51;Anything for a worthy cause.;;;;;;;;;
EVTOPTBbending.51;You are asking for too much!;;;;;;;;;
EVTDESCbending.52;My [GetFromRelation] has worked hard to improve [From.GetHerHis] bending proficiency.;;;;;;;;;
EVTOPTAbending.52;I'm so proud!;;;;;;;;;
EVTDESCbending.53;Even though I've given a generous 'donation' to the waterbending master, my [GetFromRelation] has been skulking from training and hasn't improved at all.;;;;;;;;;
EVTOPTAbending.53;That is too badÉ;;;;;;;;;
EVTDESCbending.54;My [FromGetRelation] has after a lot of training and countless hours perfecting the most advanced stances, eclipsed most benders several years [From.GetHerHis] senior.;;;;;;;;;
EVTOPTAbending.54;I'm so proud!;;;;;;;;;
EVTDESCbending.79;For several months I've rised with the sun and settled with it. Most of my waken hours I've trained and drilled my earthbending. Learning advanced techniques and mastering breathing have finally improved my proficiency.;;;;;;;;;
EVTOPTAbending.79;This can only be good!;;;;;;;;;
EVTDESCbending.80;Despite my initial enthusiasm to train with the best earthbender around, I found it more fun to play ball and wreck havock with a new friend.;;;;;;;;;
EVTOPTAbending.80;I should work harder I guess...;;;;;;;;;
EVTOPTBbending.80;This is more fun!;;;;;;;;;
EVTDESCbending.81;The earthbending academy my [GetFromRelation] [From.GetFirstName] is training at has asked to for a new donation, otherwise it might close.;;;;;;;;;
EVTOPTAbending.81;Anything for a worthy cause.;;;;;;;;;
EVTOPTBbending.81;You are asking for too much!;;;;;;;;;
EVTDESCbending.82;My [GetFromRelation] has worked hard to improve [From.GetHerHis] bending proficiency.;;;;;;;;;
EVTOPTAbending.82;I'm so proud!;;;;;;;;;
EVTDESCbending.83;Even though I've given a generous 'donation' to the earthbending academy, my [GetFromRelation] has been skulking from training and hasn't improved at all.;;;;;;;;;
EVTOPTAbending.83;That is too badÉ;;;;;;;;;
EVTDESCbending.84;My [FromGetRelation] has after a lot of training and countless hours perfecting the most advanced stances, eclipsed most benders several years [From.GetHerHis] senior.;;;;;;;;;
EVTOPTAbending.84;I'm so proud!;;;;;;;;;
agni_kai_decision;Challenge to Agni Kai;;;;;;;;;
agni_kai_decision_name;Challenge to Agni Kai;;;;;;;;;
agni_kai_decision_named;Challenge to Agni Kai;;;;;;;;;
agni_kai_decision_desc;An Agni Kai is a traditional duel between two firebenders. The two combatants meet at a traditionel place the next day, at sunrise, where they will fight untill one has been burnt. An Agni Kai may be called when ones honor has been violated or to resolve a dispute. Either way, it is a dangerous challenge that shouldn't be taken lightly.;;;;;;;;;
agni_kai_tooltip_fought_before;Can't have fought in a duel or Agni Kai recently.;;;;;;;;;
agni_kai_tooltip_foe;Must have disrespected you in a way.;;;;;;;;;
agni_kai_tooltip_uneven_duel;People look down on an uneven Agni Kai.;;;;;;;;;
training;Training;;;;;;;;;
training_desc;This character is training extensively to enhance their bending ability.;;;;;;;;;
employ_bender;Employ Bender;;;;;;;;;
employ_bender_desc;We should always be watching for talent within our realm, and for a cost, we can invite such a capable warrior to our court.;;;;;;;;;
BM_FATE_OF_ENGLAND;Sozin's Coronation;;;;;;;;;
BM_FATE_OF_ENGLAND_DESC;As Sozin assumes his new role as Firelord, his friend - Avatar Roku - is travelling the world in order to master all four elements. Together they ushered in a new era for human kind.;;;;;;;;;
ERA_CHAR_INFO_5;Huan Earth King;;;;;;;;;
ERA_CHAR_INFO_8;Sozin;;;;;;;;;
ERA_CHAR_INFO_10;Random;;;;;;;;;
ERA_CHAR_INFO_11;Random;;;;;;;;;
ERA_CHAR_INFO_15;Random;;;;;;;;;
ERA_CHAR_INFO_20;Random;;;;;;;;;
EARLY_MED;Sozin's Coronation;;;;;;;;;
EARLY_MED_INFO;As Sozin assumes his new role as Firelord, his friend - Avatar Roku - is travelling the world in order to master all four elements. Together they ushered in a new era for human kind.;;;;;;;;;
ruler_summons_avatar_revolt;Summon Avatar;;;;;;;;;
ruler_summons_avatar_revolt_desc;This peasent revolt has gotten out of hand. We should summon the Avatar to restore peace to our realm before total chaos takes hold.;;;;;;;;;
EVTDESCbending.151;As the seasons go by, the avatar has to learn all the elements once again. Now is the time for the avatar to go out in the world to bring balance to [GetHerselfHimself] before [GetSheHe] brings it to the world.;;;;;;;;;
EVTOPTAbending.151;It is time to say goodbye;;;;;;;;;
EVTDESCbendingA.152;Today, Avatar [From.GetFirstName] arrived as part of [From.GetHerHis] quest to master the four elements. [From.GetSheHeCap] believes you are capable master Earthbender, and has asked you to to instruct them in Earthbending.;;;;;;;;;x
EVTDESCbendingB.152;Today, Avatar [From.GetFirstName] arrived as part of [From.GetHerHis] quest to master the four elements. [From.GetSheHeCap] believes you are capable master Waterbender, and has asked you to to instruct them in Waterbending.;;;;;;;;;x
EVTDESCbendingC.152;Today, Avatar [From.GetFirstName] arrived as part of [From.GetHerHis] quest to master the four elements. [From.GetSheHeCap] believes you are capable master Airbender, and has asked you to to instruct them in Airbending.;;;;;;;;;x
EVTDESCbendingD.152;Today, Avatar [From.GetFirstName] arrived as part of [From.GetHerHis] quest to master the four elements. [From.GetSheHeCap] believes you are capable master Firebender, and has asked you to to instruct them in Firebending.;;;;;;;;;x
EVTOPTAbending.152;I'd be honoured.;;;;;;;;;
EVTOPTBbending.152;I'm afraid it would be beyond my ability.;;;;;;;;;
EVTDESCbending.153;One of my bending masters have been asked to teach the Avatar about what he knows of the elements. As my loyal subject, [From.GetFirstName], [From.GetSheHe] has asked my permission.;;;;;;;;;
EVTOPTAbending.153;I won't have anything to do with the Avatar!;;;;;;;;;
EVTOPTBbending.153;What an honor!;;;;;;;;;
EVTDESCbending.154;test;;;;;;;;;x
EVTDESCbending.161;The Avatar has returned as a master of all four elements. As per right, I have to turn over my titles on account of the Avatar being the rightful ruler;;;;;;;;;x
EVTOPTbending.161;Good to see you again;;;;;;;;;x
EVTDESCavatarA.171;The legends of the Avatar's ability are not overstated. Ever since arriving, [From.GetFirstName] has exceeded the highest expectations, learning in weeks what an ordinary Earthbender would take years to achieve. Though training them has consumed a great deal of your time, you feel much more  dutiful because of it.;;;;;;;;;x
EVTDESCavatarB.171;The legends of the Avatar's ability are not overstated. Ever since arriving, [From.GetFirstName] has exceeded the highest expectations, learning in weeks what an ordinary Waterbender would take years to achieve. Though training them has consumed a great deal of your time, you feel much more  dutiful because of it.;;;;;;;;;x
EVTDESCavatarC.171;The legends of the Avatar's ability are not overstated. Ever since arriving, [From.GetFirstName] has exceeded the highest expectations, learning in weeks what an ordinary Airbender would take years to achieve. Though training them has consumed a great deal of your time, you feel much more  dutiful because of it.;;;;;;;;;x
EVTDESCavatarD.171;The legends of the Avatar's ability are not overstated. Ever since arriving, [From.GetFirstName] has exceeded the highest expectations, learning in weeks what an ordinary Firebender would take years to achieve. Though training them has consumed a great deal of your time, you feel much more  dutiful because of it.;;;;;;;;;x
EVTOPTbending.171;[From.GetFirstName] has the makings of a great Avatar.;;;;;;;;;x
EVTDESCavatarA.172;For the past few weeks, you have trained regularly with [From.GetFirstName], practising the basics of Earthbending every day. While the Avatar's progress has been slow, [From.GetSheHe] has been learning none the less. It has taken a great deal of time to instruct them, but you feel you have become more patient for it.;;;;;;;;;x
EVTDESCavatarB.172;For the past few weeks, you have trained regularly with [From.GetFirstName], practising the basics of Waterbending every day. While the Avatar's progress has been slow, [From.GetSheHe] has been learning none the less. It has taken a great deal of time to instruct them, but you feel you have become more patient for it.;;;;;;;;;x
EVTDESCavatarC.172;For the past few weeks, you have trained regularly with [From.GetFirstName], practising the basics of Airbending every day. While the Avatar's progress has been slow, [From.GetSheHe] has been learning none the less. It has taken a great deal of time to instruct them, but you feel you have become more patient for it.;;;;;;;;;x
